StudentID	Name	AttendanceRate	StudyHoursPerWeek	PreviousGrade	AssignmentScore	FinalGrade	Performance	InternalMarks	AttendancePercent	StudyConsistency	ParticipationScore
906	Student_906	81.62	8.61	66.83	64.45	62.57	Average	64.46	81.62	34.85	68.88
907	Student_907	80.15	19.76	89.84	75.96	84.21	Good	82.43	80.15	86.45	90.13
908	Student_908	89.48	8.63	62.05	75.93	67.86	Average	61.36	89.48	29.36	65.46
909	Student_909	91.64	21.56	95.93	86.42	86.88	Good	97.77	91.64	85.48	90.6
910	Student_910	74.65	14.63	66.73	56.91	71.49	Average	65.87	74.65	55.32	74.69
911	Student_911	89.61	9.17	86.49	85.43	96.94	Good	100	89.61	36.9	98.43
912	Student_912	84.08	22.05	86.73	76.37	99.3	Good	91.92	84.08	90.87	97.88
913	Student_913	62.82	3.04	43.61	56.45	36.07	Fail	38.35	62.82	8.9	37.55
914	Student_914	69.82	5.42	57.15	72.94	61.74	Average	60.49	69.82	19.86	75.51
915	Student_915	70.69	5.83	57.99	76.62	58.54	Average	55.39	70.69	28.15	56.47
916	Student_916	74.7	4.4	35.2	57.28	39.16	Fail	40.14	74.7	24.39	47.61
917	Student_917	94.19	24.72	71.51	77.42	93.01	Good	93.32	94.19	100	88.67
918	Student_918	85.64	11.13	71.18	75.55	94.36	Good	90.3	85.64	43.83	88.19
919	Student_919	68.36	9.14	64.54	64.85	50.67	Average	46.38	68.36	35.39	73.6
920	Student_920	69.59	1.07	52.09	57.33	38.61	Fail	30.74	69.59	7.02	42.39
921	Student_921	63.39	4.34	41.29	57.19	47.79	Fail	49.32	63.39	18.5	51.76
922	Student_922	58.4	5.31	56.88	59.05	40.13	Fail	33.86	58.4	13	44.3
923	Student_923	89.06	12.74	98.77	78.57	89.5	Good	89.52	89.06	53.82	99.35
924	Student_924	72.06	7.07	59.72	77.97	51.37	Average	54.33	72.06	23.98	54.22
925	Student_925	79.46	4.91	53.71	65.11	62.71	Average	63.75	79.46	12.56	68.42
926	Student_926	71.47	7.48	52.09	61.97	74.07	Average	70.45	71.47	21.58	66.66
927	Student_927	88.62	7.68	63.7	75.92	50.15	Average	54.69	88.62	29.64	57.04
928	Student_928	70.27	7.64	32.65	39.04	49.12	Fail	47.08	70.27	25.48	47.46
929	Student_929	78.44	4.16	56.18	65.35	67.25	Average	60.58	78.44	5.01	71.95
930	Student_930	94.66	24.92	78.63	88.46	88.33	Good	86.91	94.66	97.89	76.32
931	Student_931	75.14	5.86	73.46	74.63	62.41	Average	65.34	75.14	20.99	66.82
932	Student_932	80.08	6.5	63.05	70.98	62.83	Average	59.46	80.08	25.25	47.14
933	Student_933	99.81	18.39	81.13	94.3	79.26	Good	83.65	99.81	70.42	77.33
934	Student_934	59.61	3.43	42.52	54.54	39.64	Fail	35.79	59.61	22.87	27.7
935	Student_935	69.85	5.04	39.92	55.25	34.74	Fail	31.57	69.85	22.75	39.17
936	Student_936	55.61	4.53	37.56	35.23	42.9	Fail	37.67	55.61	15.62	43.38
937	Student_937	77.78	8.9	73.21	68.14	71.5	Average	74.92	77.78	35.28	66.1
938	Student_938	68.49	10.26	70.83	68.41	67.88	Average	67.61	68.49	48.11	77.92
939	Student_939	59.3	1.65	43.28	44.86	47.25	Fail	42.35	59.3	11.38	40.97
940	Student_940	56.1	7.77	57.79	41.19	36.93	Fail	34.95	56.1	24.1	15.71
941	Student_941	97.91	24.43	83.3	83.02	88.15	Good	72.79	97.91	92.85	91.75
942	Student_942	93.76	12.65	92.09	76.29	76.23	Good	80.12	93.76	46.69	63.86
943	Student_943	74.66	7.89	57.58	66.29	57.99	Average	57.14	74.66	29.36	51.93
944	Student_944	83.85	13.26	99.25	85.28	86.12	Good	74.09	83.85	50.06	82.5
945	Student_945	79.41	14.82	55.8	70.67	67.83	Average	60.55	79.41	59.45	57.86
946	Student_946	92.15	9.51	90.31	76.6	89.9	Good	87.79	92.15	41.72	86.44
947	Student_947	83.49	6.32	70.2	55.7	71.01	Average	64.44	83.49	29.79	61.17
948	Student_948	89.21	11.7	74.01	98.83	76.82	Good	80.79	89.21	45.17	77.96
949	Student_949	54.98	3.43	47.99	48.62	32.5	Fail	34.59	54.98	5.55	23.9
950	Student_950	72.24	6.63	55.13	64.46	67.53	Average	69.33	72.24	21.32	67.74
951	Student_951	84.35	14.23	81.73	99.41	98.87	Good	85.85	84.35	54.32	100
952	Student_952	85	6.66	51.63	62.29	56.64	Average	54.01	85	20.41	62.12
953	Student_953	90.12	21.22	95.75	96.12	83.99	Good	80.5	90.12	90.58	83.42
954	Student_954	67.18	3.19	31.77	52.54	30.2	Fail	25.43	67.18	6.86	23.28
955	Student_955	88.18	13.6	90.8	94.16	82.6	Good	80.52	88.18	57.49	83.71
956	Student_956	96.23	13	83.39	93.18	92.32	Good	86.69	96.23	43.59	87.45
957	Student_957	89.68	6.48	65.9	69.02	72.79	Average	73.87	89.68	29.21	74.2
958	Student_958	83.13	20.78	87.05	81.87	86.86	Good	90.69	83.13	82.42	74.85
959	Student_959	73.34	10.37	71.34	68.09	65.73	Average	69.13	73.34	49.04	71.38
960	Student_960	62.97	1.36	36.75	47.3	36.17	Fail	35.48	62.97	0	36.4
961	Student_961	69.54	9.55	57.75	60.94	61.55	Average	71.55	69.54	35.38	77.01
962	Student_962	68.33	14.21	70.82	71.28	52.64	Average	58.34	68.33	54.99	61.78
963	Student_963	95.52	21.74	93.03	77.85	91.1	Good	90.59	95.52	86.2	95.06
964	Student_964	96.69	17.82	89.39	86.46	88.22	Good	85.81	96.69	69.55	87.35
965	Student_965	50.86	5.47	32.36	45.88	35.82	Fail	42.51	50.86	20.25	30.71
966	Student_966	63.64	1.93	50.06	54.88	33.25	Fail	38.29	63.64	6	39.85
967	Student_967	52.61	2.02	55.44	48.2	39.3	Fail	32.25	52.61	0	37.69
968	Student_968	67.67	11.15	70.83	74.05	65.59	Average	71.02	67.67	49.57	73.77
969	Student_969	51.88	1.79	31.43	41.44	32.7	Fail	31.93	51.88	21.47	35.51
970	Student_970	56.5	3.7	57.35	50.26	46.62	Fail	42.32	56.5	16.29	49.48
971	Student_971	94.21	9.91	92.08	81.88	90.98	Good	81.08	94.21	33.96	95.14
972	Student_972	58.52	7.98	37.64	41.98	48.52	Fail	47.18	58.52	26.75	42.08
973	Student_973	65.62	11.66	67.41	74.24	74.26	Average	74.2	65.62	49.71	67.11
974	Student_974	99.51	9.11	94.66	91.16	91.18	Good	99.12	99.51	38.37	83.78
975	Student_975	68.21	11.15	73.58	75.97	60.93	Average	65.72	68.21	43.18	68.26
976	Student_976	66	7.99	69.83	71.13	61.44	Average	58.53	66	35.73	54.82
977	Student_977	66.38	8.7	61.26	76.36	65.96	Average	67.91	66.38	24.48	60.21
978	Student_978	86.23	16.93	71.98	99.31	84	Good	88.13	86.23	71.49	87.76
979	Student_979	61.95	3.49	49.79	51.56	44.23	Fail	44.66	61.95	15.15	42.47
980	Student_980	71.7	7.47	53.01	70.08	50.99	Average	48.05	71.7	24.9	48.33
981	Student_981	64.94	7.09	55.83	46.23	39.14	Fail	36.48	64.94	21.19	35.87
982	Student_982	66.92	11.38	69.71	60.63	60.49	Average	62.42	66.92	46.13	44.21
983	Student_983	96.78	22.91	77.3	88.76	79.81	Good	81.87	96.78	98.68	73.04
984	Student_984	52.55	7.38	53.79	54	30.97	Fail	29.51	52.55	28.38	39.24
985	Student_985	86.09	8.82	58.22	67.57	52.27	Average	39.17	86.09	31.02	48.49
986	Student_986	68.92	5.08	35.41	39.71	33.67	Fail	27.22	68.92	21.28	20.37
987	Student_987	66.43	10.47	70.17	55.4	51.22	Average	54.32	66.43	50.98	44.16
988	Student_988	64.32	6.74	39.48	43.74	41.87	Fail	31.22	64.32	29.12	44.39
989	Student_989	56.86	1.19	51.32	50.64	41.56	Fail	47.48	56.86	7.46	43.94
990	Student_990	83.54	11.43	54.94	63.11	53.14	Average	58.32	83.54	51.83	51.08
991	Student_991	53.25	5.73	54.9	59.07	42.5	Fail	42.71	53.25	25.28	37.68
992	Student_992	69.6	5.16	69.51	68.31	65.4	Average	68.39	69.6	16.74	55.58
993	Student_993	69.54	5.92	54.2	36.41	44.88	Fail	47.52	69.54	14.96	47.46
994	Student_994	97.02	12.86	89.21	82.85	98.95	Good	98.37	97.02	46.83	100
995	Student_995	50.84	5.06	34.83	52.81	33.5	Fail	26.63	50.84	14.72	42.52
996	Student_996	55.88	4.46	56.53	40.29	32.87	Fail	37.71	55.88	21.14	25.1
997	Student_997	68.97	4.5	56.44	38.67	42.85	Fail	49.89	68.97	21.99	52.41
998	Student_998	84.66	10.66	90.5	89.84	93.87	Good	87.83	84.66	43.52	93.47
999	Student_999	72.74	8.93	59.73	77.63	57.28	Average	50.22	72.74	29.38	57.47
1000	Student_1000	57.37	3.48	46.37	41.31	48.21	Fail	47.53	57.37	22.85	54.47
